depth	mutation_id	replicate	prevalence
244	60	4	19	0.125
245	60	5	19	0.333333333333333
246	60	1	20	1
247	60	2	20	0.59375
248	60	3	20	0.464285714285714
249	60	4	20	0.2
250	60	5	20	0.433333333333333
251	60	1	21	0.8125
252	60	2	21	0.9375
253	60	3	21	0.423076923076923
254	60	4	21	0.290322580645161
255	60	5	21	0.4
256	60	1	22	0.941176470588235
257	60	2	22	0.888888888888889
258	60	3	22	0.91304347826087
259	60	4	22	0.148148148148148
260	60	5	22	0.233333333333333
261	60	1	23	0.75
262	60	2	23	0.67741935483871
263	60	3	23	0.37037037037037
264	60	4	23	0.0571428571428571
265	60	5	23	0.266666666666667
266	60	1	24	0.870967741935484
267	60	2	24	0.861111111111111
268	60	3	24	0.952380952380952
269	60	4	24	0.208333333333333
270	60	5	24	0.333333333333333
271	60	1	25	1
272	60	2	25	0.8125
273	60	3	25	0.666666666666667
274	60	4	25	0.117647058823529
275	60	5	25	0.4
276	60	1	26	0.931034482758621
277	60	2	26	1
278	60	3	26	0.703703703703704
279	60	4	26	0.138888888888889
280	60	5	26	0.433333333333333
281	60	1	27	1
282	60	2	27	0.939393939393939
283	60	3	27	1
284	60	4	27	0.121212121212121
285	60	5	27	0.266666666666667
286	60	1	28	0.733333333333333
287	60	2	28	1
288	60	3	28	0.666666666666667
289	60	4	28	0.21875
290	60	5	28	0.3
291	60	1	29	0.818181818181818
292	60	2	29	0.78125
293	60	3	29	0.4
294	60	4	29	0.037037037037037
295	60	5	29	0.4
296	60	1	30	0.933333333333333
297	60	2	30	0.925925925925926
298	60	3	30	0.583333333333333
299	60	4	30	0.0833333333333333
300	60	5	30	0.333333333333333
301	120	1	1	0.919354838709677
302	120	2	1	0.863636363636364
303	120	3	1	0.754385964912281
304	120	4	1	0.238095238095238
305	120	5	1	0.216666666666667
306	120	1	2	1
307	120	2	2	1
308	120	3	2	0.454545454545454
309	120	4	2	0.137931034482759
310	120	5	2	0.416666666666667
311	120	1	3	1
312	120	2	3	0.920634920634921
313	120	3	3	0.91304347826087
314	120	4	3	0.25
315	120	5	3	0.316666666666667
316	120	1	4	0.841269841269841
317	120	2	4	0.671052631578947
318	120	3	4	0.471698113207547
319	120	4	4	0.12280701754386
320	120	5	4	0.216666666666667
321	120	1	5	1
322	120	2	5	0.728813559322034
323	120	3	5	0.647058823529412
324	120	4	5	0.213114754098361
325	120	5	5	0.366666666666667
326	120	1	6	1
327	120	2	6	0.944444444444444
328	120	3	6	0.930232558139535
329	120	4	6	0.271186440677966
330	120	5	6	0.216666666666667
331	120	1	7	0.982758620689655
332	120	2	7	1
333	120	3	7	0.4
334	120	4	7	0.218181818181818
335	120	5	7	0.35
336	120	1	8	1
337	120	2	8	0.87719298245614
338	120	3	8	0.222222222222222
339	120	4	8	0.212765957446809
340	120	5	8	0.45
341	120	1	9	1
342	120	2	9	1
343	120	3	9	0.839506172839506
344	120	4	9	0.125
345	120	5	9	0.383333333333333
346	120	1	10	0.721518987341772
347	120	2	10	0.875
348	120	3	10	0.72
349	120	4	10	0.149253731343284
350	120	5	10	0.416666666666667
351	120	1	11	1
352	120	2	11	0.789473684210526
353	120	3	11	0.339622641509434
354	120	4	11	0.109375
355	120	5	11	0.316666666666667
356	120	1	12	1
357	120	2	12	0.857142857142857
358	120	3	12	1
359	120	4	12	0.142857142857143
360	120	5	12	0.45
361	120	1	13	0.878787878787879
362	120	2	13	0.71830985915493
363	120	3	13	0.490909090909091
364	120	4	13	0.113207547169811
365	120	5	13	0.316666666666667
366	120	1	14	1
367	120	2	14	0.96078431372549
368	120	3	14	0.790697674418605
369	120	4	14	0.215686274509804
370	120	5	14	0.366666666666667
371	120	1	15	0.75
372	120	2	15	0.944444444444444
373	120	3	15	0.804347826086957
374	120	4	15	0.228070175438596
375	120	5	15	0.216666666666667
376	120	1	16	1
377	120	2	16	0.9
378	120	3	16	0.673913043478261
379	120	4	16	0.172413793103448
380	120	5	16	0.183333333333333
381	120	1	17	0.95
382	120	2	17	1
383	120	3	17	0.7
384	120	4	17	0.137931034482759
385	120	5	17	0.216666666666667
386	120	1	18	1
387	120	2	18	0.948275862068966
388	120	3	18	0.953488372093023
389	120	4	18	0.116666666666667
390	120	5	18	0.216666666666667
391	120	1	19	0.96875
392	120	2	19	0.964912280701754
393	120	3	19	0.877551020408163
394	120	4	19	0.186440677966102
395	120	5	19	0.2
396	120	1	20	0.898305084745763
397	120	2	20	0.828125
398	120	3	20	0.346153846153846
399	120	4	20	0.189655172413793
400	120	5	20	0.283333333333333
401	120	1	21	0.741935483870968
402	120	2	21	0.844827586206897
403	120	3	21	0.384615384615385
404	120	4	21	0.0847457627118644
405	120	5	21	0.366666666666667
406	120	1	22	0.870967741935484
407	120	2	22	0.862068965517241
408	120	3	22	0.761904761904762
409	120	4	22	0.0909090909090909
410	120	5	22	0.433333333333333
411	120	1	23	1
412	120	2	23	0.803571428571429
413	120	3	23	0.407407407407407
414	120	4	23	0.0943396226415094
415	120	5	23	0.383333333333333
416	120	1	24	1
417	120	2	24	0.854545454545454
418	120	3	24	0.816326530612245
419	120	4	24	0.161290322580645
420	120	5	24	0.333333333333333
421	120	1	25	0.952380952380952
422	120	2	25	0.808823529411765
423	120	3	25	0.6
424	120	4	25	0.183333333333333
425	120	5	25	0.416666666666667
426	120	1	26	1
427	120	2	26	1
428	120	3	26	0.76
429	120	4	26	0.12962962962963
430	120	5	26	0.233333333333333
431	120	1	27	0.952380952380952
432	120	2	27	0.705882352941177
433	120	3	27	0.351851851851852
434	120	4	27	0.194029850746269
435	120	5	27	0.4
436	120	1	28	1
437	120	2	28	0.852459016393443
438	120	3	28	0.481481481481482
439	120	4	28	0.192982456140351
440	120	5	28	0.316666666666667
441	120	1	29	0.914285714285714
442	120	2	29	1
443	120	3	29	0.423728813559322
444	120	4	29	0.131147540983607
445	120	5	29	0.2
446	120	1	30	0.75
447	120	2	30	1
448	120	3	30	0.339285714285714
449	120	4	30	0.196078431372549
450	120	5	30	0.4
451	1000	1	1	0.910946196660482
452	1000	2	1	0.865497076023392
453	1000	3	1	0.736342042755344
454	1000	4	1	0.158762886597938
455	1000	5	1	0.198
456	1000	1	2	0.992125984251969
457	1000	2	2	0.871690427698574
458	1000	3	2	0.450226244343891
459	1000	4	2	0.172839506172839
460	1000	5	2	0.234
461	1000	1	3	1
462	1000	2	3	0.907630522088353
463	1000	3	3	0.369515011547344
464	1000	4	3	0.145790554414784
465	1000	5	3	0.232
466	1000	1	4	0.946969696969697
467	1000	2	4	0.862475442043222
468	1000	3	4	0.492204899777283
469	1000	4	4	0.133858267716535
470	1000	5	4	0.228
471	1000	1	5	0.914230019493177
472	1000	2	5	0.930278884462151
473	1000	3	5	0.443693693693694
474	1000	4	5	0.177215189873418
475	1000	5	5	0.47
476	1000	1	6	0.967545638945233
477	1000	2	6	0.933884297520661
478	1000	3	6	0.458797327394209
479	1000	4	6	0.162790697674419
480	1000	5	6	0.218
481	1000	1	7	0.952662721893491
482	1000	2	7	0.853174603174603
483	1000	3	7	0.5
484	1000	4	7	0.15071283095723
485	1000	5	7	0.398
486	1000	1	8	0.941634241245136
487	1000	2	8	0.865384615384615
488	1000	3	8	0.344186046511628
489	1000	4	8	0.151329243353783
490	1000	5	8	0.236
491	1000	1	9	0.989754098360656
492	1000	2	9	0.889763779527559
493	1000	3	9	0.791767554479419
494	1000	4	9	0.16015625
495	1000	5	9	0.224
496	1000	1	10	1
497	1000	2	10	0.912065439672802
498	1000	3	10	0.800970873786408
499	1000	4	10	0.150101419878296
500	1000	5	10	0.22
501	1000	1	11	1
502	1000	2	11	0.889558232931727
503	1000	3	11	0.416470588235294
504	1000	4	11	0.133874239350913
505	1000	5	11	0.206
506	1000	1	12	0.973584905660377
507	1000	2	12	0.923868312757202
508	1000	3	12	0.395927601809955
509	1000	4	12	0.140873015873016
510	1000	5	12	0.282
511	1000	1	13	0.927165354330709
512	1000	2	13	0.944672131147541
513	1000	3	13	0.562363238512035
514	1000	4	13	0.130260521042084
515	1000	5	13	0.218
516	1000	1	14	1
517	1000	2	14	0.974304068522484
518	1000	3	14	0.450110864745011
519	1000	4	14	0.150101419878296
520	1000	5	14	0.38
521	1000	1	15	1
522	1000	2	15	0.903162055335968
523	1000	3	15	0.485393258426966
524	1000	4	15	0.165354330708661
525	1000	5	15	0.39
526	1000	1	16	1
527	1000	2	16	0.902
528	1000	3	16	0.380090497737556
529	1000	4	16	0.148535564853556
530	1000	5	16	0.396
531	1000	1	17	0.941176470588235
532	1000	2	17	0.951167728237792
533	1000	3	17	0.690243902439024
534	1000	4	17	0.148727984344423
535	1000	5	17	0.366
536	1000	1	18	0.986328125
537	1000	2	18	0.953846153846154
538	1000	3	18	0.444964871194379
539	1000	4	18	0.158004158004158
540	1000	5	18	0.38
541	1000	1	19	1
542	1000	2	19	0.852652259332024
543	1000	3	19	0.700471698113208
544	1000	4	19	0.147113594040968
545	1000	5	19	0.2
546	1000	1	20	0.942307692307692
547	1000	2	20	0.938
548	1000	3	20	0.380733944954128
549	1000	4	20	0.159045725646123
550	1000	5	20	0.384
551	1000	1	21	0.978682170542636
552	1000	2	21	0.838709677419355
553	1000	3	21	0.479212253829322
554	1000	4	21	0.16247582205029
555	1000	5	21	0.216
556	1000	1	22	1
557	1000	2	22	0.895615866388309
558	1000	3	22	0.432071269487751
559	1000	4	22	0.159914712153518
560	1000	5	22	0.206
561	1000	1	23	1
562	1000	2	23	0.88
563	1000	3	23	0.706161137440758
564	1000	4	23	0.142578125
565	1000	5	23	0.386
566	1000	1	24	1
567	1000	2	24	0.815789473684211
568	1000	3	24	0.811735941320293
569	1000	4	24	0.154166666666667
570	1000	5	24	0.254
571	1000	1	25	1
572	1000	2	25	0.854932301740812
573	1000	3	25	0.367205542725173
574	1000	4	25	0.18052738336714
575	1000	5	25	0.254
576	1000	1	26	1
577	1000	2	26	0.925925925925926
578	1000	3	26	0.691764705882353
579	1000	4	26	0.140845070422535
580	1000	5	26	0.444
581	1000	1	27	0.908366533864542
582	1000	2	27	0.910788381742739
583	1000	3	27	0.393592677345538
584	1000	4	27	0.157684630738523
585	1000	5	27	0.248
586	1000	1	28	0.985743380855397
587	1000	2	28	0.907662082514735
588	1000	3	28	0.475770925110132
589	1000	4	28	0.160243407707911
590	1000	5	28	0.208
591	1000	1	29	0.968627450980392
592	1000	2	29	0.921686746987952
593	1000	3	29	0.465116279069767
594	1000	4	29	0.182212581344902
595	1000	5	29	0.238
596	1000	1	30	0.992047713717694
597	1000	2	30	0.921686746987952
598	1000	3	30	0.685096153846154
599	1000	4	30	0.139344262295082
600	1000	5	30	0.234
